vendor_id,b_entity_id,likelihood
170641667,000NYL-E,9.289012459543414e-06
58826308,000NYL-E,1.0468994205240863e-05
156085949,000NYL-E,1.012398583284708e-05
58832635,000NYL-E,1.0131727149167847e-05
54533830,000NYL-E,1.0002415000505318e-05
175157503,000NYL-E,1.0211853582239798e-05
59015080,000NYL-E,1.0261274936574044e-05
30709384,000NYL-E,9.918095933189871e-06
137153762,000NYL-E,1.0382282374214361e-05
57220538,000NYL-E,1.0382246654268861e-05
314130229,000NYL-E,1.0381806076413737e-05
156190189,000NYL-E,9.922882037644994e-06
52162915,000NYL-E,8.581796775105182e-06
29277001,000NYL-E,8.743814302441641e-06
52140931,000NYL-E,8.770731568251155e-06
44347657,000NYL-E,8.748524186454002e-06
36283070,000NYL-E,9.990438148429033e-06
43492341,000NYL-E,8.749242362896483e-06
52146169,000NYL-E,8.585365777631467e-06
142946210,000NYL-E,1.2638709518290525e-05
307404336,000NYL-E,1.1682807369878123e-05
52180692,000NYL-E,1.007417608589858e-05
29764007,000NYL-E,1.0628846829196619e-05
276839474,000NYL-E,1.0432940980269696e-05
32957224,000NYL-E,8.821891832798961e-06
52130794,000NYL-E,8.639366268027324e-06
146462007,000NYL-E,1.2491070525138563e-05
203693017,000NYL-E,9.78782539945576e-06
53683363,000NYL-E,1.014588832565033e-05
311927620,000NYL-E,9.110702838959467e-06
46594298,000NYL-E,1.0675260205527711e-05
49877758,000NYL-E,9.230452066439455e-06
156307742,000NYL-E,1.0214420912335484e-05
156278147,000NYL-E,1.0207383813143681e-05
327195464,000NYL-E,1.0621697918766194e-05
49833350,000NYL-E,1.0482218483416379e-05
149203469,000NYL-E,1.0481918449621187e-05
55008065,000NYL-E,8.888612565631962e-06
23012841,000NYL-E,9.30033572224729e-06
173415577,000NYL-E,9.634404516226391e-06
22598999,000NYL-E,9.354276745610519e-06
33828053,000NYL-E,8.874856994597987e-06
49870291,000NYL-E,9.684730900904784e-06
55245653,000NYL-E,9.460756462341537e-06
33367227,000NYL-E,1.0100837482238603e-05
46806357,000NYL-E,1.0150798774473986e-05
142941548,000NYL-E,1.2488870586752094e-05
142800645,000NYL-E,1.2484927919766162e-05
23490521,000NYL-E,1.0317216287347527e-05
31650299,000NYL-E,1.059166755634092e-05
278890791,000NYL-E,1.092524274510537e-05
27997246,000NYL-E,1.0925537419858091e-05
300563002,000NYL-E,9.069311921325245e-06
30430468,000NYL-E,1.0317421038015297e-05
21706141,000NYL-E,1.0925321328590182e-05
22766928,000NYL-E,1.0925557063550888e-05
177138057,000NYL-E,1.0925154335592064e-05
23317982,000NYL-E,1.0317411731569091e-05
23220802,000NYL-E,1.0317439650791652e-05
27596033,000NYL-E,1.0925282037171593e-05
39887169,000NYL-E,9.871712780582113e-06
33892561,000NYL-E,1.0808193627058423e-05
195691280,000NYL-E,1.0925409731925698e-05
52139452,000NYL-E,9.39333811858931e-06
22974378,000NYL-E,1.0925144512111975e-05
51786218,000NYL-E,9.488313889307871e-06
136571579,000NYL-E,1.05870395381391e-05
22320752,000NYL-E,9.751279681090792e-06
52146941,000NYL-E,9.072090802583906e-06
23290540,000NYL-E,1.0046437408854046e-05
57845206,000NYL-E,1.0518471457386075e-05
139552332,000NYL-E,8.69172424564129e-06
33750371,000NYL-E,1.0509597237734786e-05
21629741,000NYL-E,1.0176969828160638e-05
49872932,000NYL-E,1.0167566694833742e-05
49860746,000NYL-E,1.0172676058583281e-05
55603670,000NYL-E,1.0518460395360588e-05
52145825,000NYL-E,1.0116890161347009e-05
260642587,000NYL-E,1.0119536919525776e-05
49902510,000NYL-E,9.20198809763563e-06
55267223,000NYL-E,1.0518681627854019e-05
179326945,000NYL-E,1.0173580553136584e-05
139031156,000NYL-E,9.944639570362896e-06
295852815,000NYL-E,9.943744304154007e-06
142246197,000NYL-E,9.946691374604393e-06
52156823,000NYL-E,1.012267709621203e-05
179007963,000NYL-E,1.0174194152326533e-05
63221906,000NYL-E,1.0172094444833258e-05
156206551,000NYL-E,1.0172665289050397e-05
156239331,000NYL-E,1.0167545116787455e-05
139327214,000NYL-E,9.94982319852717e-06
57890247,000NYL-E,1.0514929453061766e-05
38070476,000NYL-E,1.0519046624531908e-05
156290449,000NYL-E,1.0172062129446414e-05
56317889,000NYL-E,1.051684488630701e-05
55336608,000NYL-E,1.0517243314640945e-05
19170889,000NYL-E,1.0975487989701257e-05
22495812,000NYL-E,1.0639975991894868e-05
19006920,000NYL-E,1.069068885524239e-05
24406596,000NYL-E,1.016411615046247e-05
139695945,000NYL-E,1.0597712515188616e-05
268420215,000NYL-E,1.1019813981272561e-05
140007829,000NYL-E,9.405048249993843e-06
63216244,000NYL-E,1.0714346364739481e-05
156244847,000NYL-E,1.0712023827678998e-05
27218026,000NYL-E,1.1540627781401604e-05
20383650,000NYL-E,1.1540392588499383e-05
49863102,000NYL-E,9.820229672009497e-06
290863194,000NYL-E,9.597567620156886e-06
305713502,000NYL-E,1.1339505838110765e-05
51331048,000NYL-E,1.1742332486367413e-05
156285011,000NYL-E,1.0338978220364846e-05
275304216,000NYL-E,1.0870664159884857e-05
21227266,000NYL-E,1.0506657635709175e-05
325285511,000NYL-E,1.0507046820087945e-05
57285149,000NYL-E,9.716191471382824e-06
53393020,000NYL-E,1.0048812434190441e-05
195151150,000NYL-E,1.0500733996740452e-05
142968263,000NYL-E,1.2489124671865939e-05
46814172,000NYL-E,1.0184141852630119e-05
33791205,000NYL-E,1.0800503828109929e-05
52159058,000NYL-E,1.001997722946295e-05
156309644,000NYL-E,9.806829598342983e-06
61123269,000NYL-E,1.0270006868935704e-05
138033910,000NYL-E,1.0272097947830828e-05
23011285,000NYL-E,1.1739792594434424e-05
156356028,000NYL-E,1.1076908907506537e-05
137712813,000NYL-E,1.0509546460707428e-05
57855347,000NYL-E,1.0051819223224653e-05
23553326,000NYL-E,1.0185222776388494e-05
55389069,000NYL-E,8.914522054277293e-06
58044248,000NYL-E,1.0050619447930362e-05
56043274,000NYL-E,1.0042539098388697e-05
156282724,000NYL-E,9.71940840240674e-06
27222409,000NYL-E,1.1411781394865638e-05
18909758,000NYL-E,1.1411742812523766e-05
46805860,000NYL-E,1.1178803340909049e-05
52148159,000NYL-E,1.0792772924687008e-05
63210670,000NYL-E,1.0198290327088269e-05
26275208,000NYL-E,1.0159529024771488e-05
51507356,000NYL-E,1.0253041697196299e-05
49519305,000NYL-E,1.108871723206956e-05
25807309,000NYL-E,1.0158475706799522e-05
20609649,000NYL-E,1.1088543515815435e-05
22835855,000NYL-E,1.0159063644428758e-05
18908231,000NYL-E,1.0158818682458372e-05
144620307,000NYL-E,1.0253102580494976e-05
288875510,000NYL-E,1.0701914318554163e-05
21868721,000NYL-E,1.1088580088826562e-05
288468940,000NYL-E,8.944982688311832e-06
197021384,000NYL-E,1.0259211051787633e-05
19383960,000NYL-E,1.01590513967392e-05
197014906,000NYL-E,1.1088863508546903e-05
197016841,000NYL-E,1.0253419156262011e-05
21941304,000NYL-E,1.1088506942180365e-05
51812703,000NYL-E,9.643399824301072e-06
29424916,000NYL-E,9.643942209436795e-06
289006207,000NYL-E,1.0121639666037107e-05
295179777,000NYL-E,1.029684320984946e-05
53611616,000NYL-E,8.716623621124852e-06
156207288,000NYL-E,9.304596888349174e-06
55240899,000NYL-E,9.302198096016972e-06
293777733,000NYL-E,1.0296508520485108e-05
49876602,000NYL-E,9.373877999430048e-06
156243576,000NYL-E,9.307074055968911e-06
156201465,000NYL-E,9.299353127869257e-06
49910560,000NYL-E,9.370759949786936e-06
32616376,000NYL-E,9.814811367453082e-06
276514497,000NYL-E,8.92327657780814e-06
313308888,000NYL-E,1.030430017145357e-05
49851066,000NYL-E,1.0345040432254833e-05
20581661,000NYL-E,1.077632940299889e-05
49874357,000NYL-E,1.0346908646897034e-05
55246776,000NYL-E,1.035605813066186e-05
156201914,000NYL-E,1.035440802804481e-05
63217115,000NYL-E,1.0354035599686398e-05
49910725,000NYL-E,1.0345848477514807e-05
49910637,000NYL-E,1.0354347637988745e-05
49874521,000NYL-E,9.366989489168166e-06
21628765,000NYL-E,1.0443488631000116e-05
156354792,000NYL-E,9.38056275662467e-06
21821928,000NYL-E,1.0440671089011779e-05
63206040,000NYL-E,1.0351316216890068e-05
46928646,000NYL-E,1.0819571375633162e-05
54239598,000NYL-E,1.0701563986090066e-05
61181223,000NYL-E,1.081896619932429e-05
195739618,000NYL-E,1.0498181312245054e-05
57645843,000NYL-E,9.579955510831039e-06
49683119,000NYL-E,8.76776295022344e-06
156355366,000NYL-E,8.568686624047018e-06
156239572,000NYL-E,9.705895888473292e-06
52261895,000NYL-E,1.0036501629155452e-05
156248642,000NYL-E,9.802005527807934e-06
178373659,000NYL-E,1.0009876383117774e-05
47184312,000NYL-E,1.0670036865438914e-05
34442046,000NYL-E,1.0715750325490455e-05
319715632,000NYL-E,1.0594200150867624e-05
125978727,000NYL-E,1.0594956019815193e-05
314125545,000NYL-E,1.0594277969952319e-05
21624924,000NYL-E,1.0219239414970342e-05
47819013,000NYL-E,1.0262188094130589e-05
49910809,000NYL-E,8.862455654654281e-06
156226326,000NYL-E,8.242839710304792e-06
59188859,000NYL-E,1.0262385413666003e-05
307416488,000NYL-E,1.0625038185105749e-05
326392709,000NYL-E,1.0161176530799532e-05
152191745,000NYL-E,1.0577803122809012e-05
31605116,000NYL-E,1.025422978408842e-05
149698940,000NYL-E,1.0578015543908492e-05
24147923,000NYL-E,9.986959686049695e-06
143336611,000NYL-E,1.0578082621074146e-05
31685807,000NYL-E,1.0253773712260076e-05
175035724,000NYL-E,1.0203418282536653e-05
30907559,000NYL-E,9.98742586878784e-06
55037612,000NYL-E,9.002085079642394e-06
21907693,000NYL-E,9.386757852031184e-06
49910685,000NYL-E,9.787495058855812e-06
156249782,000NYL-E,9.792497370575615e-06
313711953,000NYL-E,1.0609619199567376e-05
49208314,000NYL-E,1.027950477152435e-05
49209977,000NYL-E,1.0284311896196492e-05
287665637,000NYL-E,1.3052440556895452e-05
315989890,000NYL-E,1.317069781620434e-05
311961468,000NYL-E,1.2933959609344631e-05
52132970,000NYL-E,1.2862649364032904e-05
156357712,000NYL-E,1.2774246257915987e-05
49859867,000NYL-E,1.2107132238361706e-05
52135208,000NYL-E,1.2814152028612231e-05
156369918,000NYL-E,1.2774318819431845e-05
59954526,000NYL-E,1.3032170371724636e-05
293604646,000NYL-E,1.2770195987674652e-05
156369993,000NYL-E,1.2771539055157638e-05
138439084,000NYL-E,1.2769723145756073e-05
156369916,000NYL-E,1.2771889281215366e-05
156370887,000NYL-E,1.277232573124303e-05
156370566,000NYL-E,1.2654825785168434e-05
156370551,000NYL-E,1.2771570899657432e-05
156369917,000NYL-E,1.2772571139088515e-05
156370073,000NYL-E,1.2771811970585305e-05
156357695,000NYL-E,1.2771761942432139e-05
156357872,000NYL-E,1.26557147906751e-05
52143439,000NYL-E,1.2744510197181905e-05
52128899,000NYL-E,1.2745818187012542e-05
156357789,000NYL-E,1.258306694661678e-05
156369893,000NYL-E,1.277140711565123e-05
153361656,000NYL-E,1.2654848911527976e-05
52139522,000NYL-E,1.2743515372904895e-05
156358020,000NYL-E,1.2654927243718896e-05
156358057,000NYL-E,1.2654987140165658e-05
156357873,000NYL-E,1.2655291079398455e-05
52129602,000NYL-E,1.2746660287143735e-05
156357945,000NYL-E,1.2653571507014914e-05
52144529,000NYL-E,1.2746602844108339e-05
156357947,000NYL-E,1.2654005170185738e-05
34789635,000NYL-E,1.3030996489032876e-05
156357747,000NYL-E,1.2653857563819235e-05
27557419,000NYL-E,1.1784999129269468e-05
27679472,000NYL-E,1.1785332919990505e-05
21745238,000NYL-E,1.1785434231234369e-05
22720803,000NYL-E,1.1785076624547607e-05
49808902,000NYL-E,1.1127935936126595e-05
61103659,000NYL-E,1.1610927147037023e-05
41512714,000NYL-E,1.0154110600016973e-05
31692835,000NYL-E,1.0186503327272438e-05
24903601,000NYL-E,1.01864811045683e-05
142974268,000NYL-E,1.2487535309524238e-05
156224031,000NYL-E,1.103990380021033e-05
51162838,000NYL-E,1.0161794955141873e-05
46035600,000NYL-E,1.0616882414162356e-05
156260022,000NYL-E,9.801091147057961e-06
156227131,000NYL-E,1.106058409713693e-05
311854771,000NYL-E,1.0590656033866478e-05
315242017,000NYL-E,1.1024877385036e-05
49950858,000NYL-E,1.1066886444864866e-05
49883821,000NYL-E,1.1126746369993267e-05
62287153,000NYL-E,1.1609270398521343e-05
62286517,000NYL-E,1.1609535810006383e-05
19891221,000NYL-E,1.1379834060124147e-05
28237825,000NYL-E,1.1783839312904976e-05
312611753,000NYL-E,1.178379754312631e-05
35627273,000NYL-E,1.1126261279138655e-05
156191445,000NYL-E,1.1124757284173363e-05
152387877,000NYL-E,1.091747472029222e-05
49910797,000NYL-E,1.1245950969982458e-05
156254593,000NYL-E,1.1557631823076507e-05
36533056,000NYL-E,1.0156676853297969e-05
22513835,000NYL-E,1.0479333997220003e-05
55246604,000NYL-E,9.447533706576322e-06
156300175,000NYL-E,9.684044612082863e-06
292327619,000NYL-E,9.457146522859642e-06
33494734,000NYL-E,1.105341911686931e-05
143301268,000NYL-E,1.047460266222673e-05
49689289,000NYL-E,1.0808538512076957e-05
149506899,000NYL-E,9.488339770892775e-06
63048765,000NYL-E,1.0059749514167809e-05
22036943,000NYL-E,1.0482615307178397e-05
30432360,000NYL-E,1.0161124254557815e-05
49870615,000NYL-E,9.691195134124602e-06
62566592,000NYL-E,1.0019532810315196e-05
156281954,000NYL-E,9.698203158970813e-06
284480068,000NYL-E,9.096193383802916e-06
19784581,000NYL-E,1.0442432786878764e-05
26734588,000NYL-E,1.0442327614676616e-05
49909241,000NYL-E,9.640572212360646e-06
52882494,000NYL-E,9.96921756755976e-06
49918790,000NYL-E,8.718350933252356e-06
179213590,000NYL-E,9.649035812416787e-06
156346494,000NYL-E,9.646435572749158e-06
139093292,000NYL-E,1.1425550594410681e-05
143330984,000NYL-E,1.1425650084670065e-05
63211466,000NYL-E,1.072559618598748e-05
141369325,000NYL-E,1.0493963335286786e-05
63225211,000NYL-E,9.72996481996071e-06
57288466,000NYL-E,9.492821000594474e-06
21782003,000NYL-E,1.0594329048465743e-05
49867053,000NYL-E,9.804697423996836e-06
174764044,000NYL-E,9.7549800087234e-06
49771978,000NYL-E,9.810507487134619e-06
52147297,000NYL-E,9.756310163217578e-06
313979972,000NYL-E,1.059285844798947e-05
143801947,000NYL-E,9.578225212302373e-06
38009921,000NYL-E,1.0215054192217382e-05
142953105,000NYL-E,1.2486756389269754e-05
27738996,000NYL-E,1.0455964331949035e-05
49000178,000NYL-E,9.664338185960883e-06
49683135,000NYL-E,1.078448822459245e-05
27676301,000NYL-E,1.0967004821735705e-05
33760809,000NYL-E,9.55784400502546e-06
52133710,000NYL-E,9.170478863613024e-06
156275999,000NYL-E,1.0045643882913512e-05
21625254,000NYL-E,8.991351262529433e-06
156184723,000NYL-E,8.907409164841287e-06
23001538,000NYL-E,1.0507149313933452e-05
54932502,000NYL-E,8.919438812434305e-06
24392944,000NYL-E,8.55342525150451e-06
49630188,000NYL-E,1.0176985016026168e-05
178592348,000NYL-E,7.5837884718111886e-06
27790919,000NYL-E,1.0172587081194563e-05
156363818,000NYL-E,9.715919886217172e-06
48840184,000NYL-E,9.901245111081367e-06
37507728,000NYL-E,1.0105036667775355e-05
38399607,000NYL-E,1.0110988325562893e-05
52164621,000NYL-E,9.776542321618514e-06
49877980,000NYL-E,9.672094452802211e-06
21621046,000NYL-E,1.0600961063379893e-05
19893526,000NYL-E,1.01026128340562e-05
49869080,000NYL-E,9.625639426199806e-06
137912486,000NYL-E,1.0721278250369688e-05
155939906,000NYL-E,9.985346347941074e-06
315885735,000NYL-E,1.17226396283575e-05
31424826,000NYL-E,1.1365824611054938e-05
140345558,000NYL-E,1.1722865097736515e-05
269108155,000NYL-E,1.132238356576299e-05
147244849,000NYL-E,1.1805847576230949e-05
21644210,000NYL-E,1.120224181582345e-05
55090099,000NYL-E,1.08192859099632e-05
156210591,000NYL-E,1.1151231903220282e-05
53737186,000NYL-E,1.081918420197011e-05
156231737,000NYL-E,1.1147556228561559e-05
33689372,000NYL-E,1.1592621091533478e-05
156278364,000NYL-E,1.0438447580373611e-05
135808248,000NYL-E,1.0610760725940313e-05
308422993,000NYL-E,1.06114901370708e-05
316804195,000NYL-E,1.3015106428651014e-05
23234199,000NYL-E,1.2573298623580679e-05
316804194,000NYL-E,1.3014942064050901e-05
30471273,000NYL-E,1.2573158685890527e-05
30764329,000NYL-E,1.2774750578332433e-05
156214789,000NYL-E,1.277222403137204e-05
19064218,000NYL-E,9.54946940740527e-06
19327509,000NYL-E,9.634476599995656e-06
21776495,000NYL-E,9.549299043430206e-06
279136802,000NYL-E,9.730482048374851e-06
195521252,000NYL-E,1.0618378908088637e-05
19077903,000NYL-E,9.549199661659069e-06
20883046,000NYL-E,9.634392920290383e-06
21111192,000NYL-E,8.177159361951073e-06
52666879,000NYL-E,9.066414848675642e-06
21627959,000NYL-E,9.839767746969635e-06
39074709,000NYL-E,1.0174580465541176e-05
27530454,000NYL-E,1.1398225747597871e-05
287313042,000NYL-E,1.1127632800209534e-05
63126940,000NYL-E,1.0365757875164047e-05
139954918,000NYL-E,1.1411764323844295e-05
50384594,000NYL-E,1.0670373337213269e-05
49001871,000NYL-E,9.690658847032878e-06
52166845,000NYL-E,1.065676002802397e-05
21622148,000NYL-E,1.0661711781003104e-05
38712874,000NYL-E,1.1048410146822128e-05
59646212,000NYL-E,1.1048400844280928e-05
23020432,000NYL-E,1.1047861229798468e-05
22037358,000NYL-E,1.1047917058112025e-05
53880926,000NYL-E,1.0646080870531554e-05
52155299,000NYL-E,9.2459787959242e-06
140195269,000NYL-E,8.862086736364985e-06
54892938,000NYL-E,9.564257388986018e-06
21622807,000NYL-E,9.177698702259978e-06
146632059,000NYL-E,1.24892411050021e-05
141368295,000NYL-E,1.0484845323590602e-05
49874892,000NYL-E,9.67866742569797e-06
288887907,000NYL-E,1.0967317924307432e-05
295588000,000NYL-E,1.0966854900549342e-05
21996307,000NYL-E,1.096721182284301e-05
21834998,000NYL-E,1.0967153947273471e-05
195868184,000NYL-E,1.0966903136490562e-05
21732748,000NYL-E,1.096691278356136e-05
27763170,000NYL-E,1.0967269696971038e-05
301171977,000NYL-E,1.0966739130195653e-05
27881987,000NYL-E,1.096691278356136e-05
302346033,000NYL-E,1.0924317576858012e-05
27766478,000NYL-E,1.0967086423957641e-05
57224579,000NYL-E,1.0966729482408544e-05
29307563,000NYL-E,9.550731921981134e-06
52173442,000NYL-E,9.16640296370968e-06
52169158,000NYL-E,9.989617002660458e-06
19260055,000NYL-E,1.0307907665430822e-05
46781795,000NYL-E,1.0681404259157635e-05
49890121,000NYL-E,1.0220867318338258e-05
56602462,000NYL-E,1.0558528952799512e-05
46956262,000NYL-E,1.0683486934461234e-05
318418635,000NYL-E,1.107262188654685e-05
57425082,000NYL-E,1.1072713893790049e-05
285997946,000NYL-E,1.0554398647303821e-05
275647388,000NYL-E,1.1073063485697289e-05
21859584,000NYL-E,1.1073035888382536e-05
49890115,000NYL-E,9.282982649793134e-06
148532737,000NYL-E,1.0793056022695141e-05
275680083,000NYL-E,9.25195670118326e-06
20864828,000NYL-E,9.864039265020157e-06
156350160,000NYL-E,1.0333383101065376e-05
19889296,000NYL-E,1.1281744035058757e-05
21948603,000NYL-E,1.1683098331349519e-05
178849780,000NYL-E,1.1201898346231285e-05
27718752,000NYL-E,1.168280133585089e-05
58973330,000NYL-E,1.1487524066152842e-05
49769798,000NYL-E,1.1013989133912944e-05
63226182,000NYL-E,1.101441595426319e-05
51241939,000NYL-E,1.1492753275899784e-05
22042592,000NYL-E,1.050845850664035e-05
21642014,000NYL-E,1.0984270091306527e-05
274713592,000NYL-E,1.0984633758103648e-05
49866120,000NYL-E,9.260873785216441e-06
52125965,000NYL-E,1.217105037831428e-05
51388185,000NYL-E,1.0260294953067963e-05
49880300,000NYL-E,8.672031048270435e-06
156302473,000NYL-E,8.447244204408183e-06
52139114,000NYL-E,8.603131105465465e-06
40653449,000NYL-E,9.922530738145534e-06
178389143,000NYL-E,9.607446998742233e-06
22002242,000NYL-E,1.0963007742256368e-05
37177988,000NYL-E,1.0962891820390547e-05
139338078,000NYL-E,1.0962534358329272e-05
310933804,000NYL-E,1.096242807525014e-05
49867894,000NYL-E,9.23811206149416e-06
156331698,000NYL-E,9.203896359775326e-06
20371554,000NYL-E,1.063713670594169e-05
19567906,000NYL-E,1.0138610292480928e-05
50972983,000NYL-E,1.0311339734673048e-05
197100283,000NYL-E,1.0232854310352929e-05
55101822,000NYL-E,7.683057264228142e-06
156340633,000NYL-E,9.282976844814658e-06
156360965,000NYL-E,1.0332879176333111e-05
22989295,000NYL-E,1.0416162040846248e-05
29635553,000NYL-E,9.940971628465239e-06
28845873,000NYL-E,1.0974860606677919e-05
31836305,000NYL-E,1.0569303652113341e-05
63213236,000NYL-E,1.0231132413858604e-05
156191167,000NYL-E,1.02272312347038e-05
156317293,000NYL-E,1.0225289109383177e-05
156322944,000NYL-E,1.0225584739318724e-05
49890146,000NYL-E,8.913631190411863e-06
156256988,000NYL-E,8.76265494257327e-06
57898542,000NYL-E,1.013672018796551e-05
52510828,000NYL-E,1.173948995824609e-05
173084472,000NYL-E,1.1739761942041518e-05
54023683,000NYL-E,1.070863677808149e-05
26242924,000NYL-E,1.0480269108924606e-05
21941660,000NYL-E,1.048090401506352e-05
32871565,000NYL-E,1.0008356106182705e-05
20856559,000NYL-E,1.0141125407461322e-05
22187167,000NYL-E,1.0590875801755916e-05
30766997,000NYL-E,1.0154460284267455e-05
139665062,000NYL-E,1.0475382923107294e-05
326494010,000NYL-E,1.0475244136899918e-05
141368669,000NYL-E,1.0475244136899918e-05
23568679,000NYL-E,1.0154010924172692e-05
315431472,000NYL-E,1.0475359792500667e-05
139663939,000NYL-E,1.0475845499246374e-05
314857897,000NYL-E,1.0474978112765144e-05
23210099,000NYL-E,1.0154437817843003e-05
139665541,000NYL-E,1.0474943412294191e-05
90254042,000NYL-E,1.0154404117896003e-05
315904765,000NYL-E,1.0474978112765144e-05
178362293,000NYL-E,9.682988712100744e-06
52180070,000NYL-E,8.860289453100386e-06
284484069,000NYL-E,1.0675040487435243e-05
21782173,000NYL-E,1.1683389562518042e-05
138946959,000NYL-E,1.1484884568946027e-05
49002753,000NYL-E,9.966693465061945e-06
49873753,000NYL-E,9.968752792303101e-06
274823745,000NYL-E,9.817276820663944e-06
288071019,000NYL-E,1.0801764280652548e-05
27701615,000NYL-E,1.0218004450300178e-05
139513360,000NYL-E,1.026131370601686e-05
19195754,000NYL-E,1.010906712083424e-05
142938045,000NYL-E,1.2489675384409894e-05
156197361,000NYL-E,9.840705792131595e-06
287883129,000NYL-E,1.0256720095579937e-05
52143756,000NYL-E,1.0227811543395436e-05
57281722,000NYL-E,9.593900545255598e-06
196336357,000NYL-E,1.1481396020549628e-05
19397481,000NYL-E,1.1480996515323617e-05
22003708,000NYL-E,1.1481558753392376e-05
49880358,000NYL-E,1.0781464600976202e-05
142823711,000NYL-E,1.248635586127052e-05
27524465,000NYL-E,1.0614099890753811e-05
156281739,000NYL-E,9.82181528742189e-06
155123885,000NYL-E,1.0586662504431428e-05
23002552,000NYL-E,1.1375706802780763e-05
61015936,000NYL-E,1.1143156812169324e-05
156355510,000NYL-E,1.0695743506026437e-05
52131860,000NYL-E,9.755627002407092e-06
197126914,000NYL-E,9.887180364212705e-06
19140650,000NYL-E,1.0792467018182606e-05
197035054,000NYL-E,9.936574415084467e-06
20792049,000NYL-E,1.0701725374647997e-05
19800501,000NYL-E,1.0701715158225245e-05
19400891,000NYL-E,1.0792659734875524e-05
19394992,000NYL-E,1.0701377993241048e-05
195057784,000NYL-E,1.0792751016577848e-05
309257384,000NYL-E,1.1488012357221956e-05
51563189,000NYL-E,1.0792933570034669e-05
20392229,000NYL-E,1.0793932768373716e-05
288468960,000NYL-E,9.423804540504323e-06
20474275,000NYL-E,1.0792669877452883e-05
19845682,000NYL-E,1.0792152553973854e-05
141382731,000NYL-E,1.0792953852934956e-05
279900435,000NYL-E,1.0792730732039922e-05
35861373,000NYL-E,1.0792751016577848e-05
312989304,000NYL-E,1.1488314757188518e-05
305675618,000NYL-E,1.1488130373775465e-05
288417408,000NYL-E,1.0794388911218041e-05
50726983,000NYL-E,1.0792355438607354e-05
19800513,000NYL-E,1.0794388911218041e-05
50451737,000NYL-E,1.07929639943241e-05
